RMSE|MAE
6.549051761627197|3.8450796604156494
5.913838863372803|3.3854236602783203
5.887010097503662|3.401364803314209
5.409130573272705|3.161181926727295
6.237604141235352|3.6467976570129395
5.874695777893066|3.3778388500213623
