RMSE|MAE
4.096641540527344|2.768336296081543
4.061373233795166|2.7241320610046387
4.068011283874512|2.742398738861084
4.012481212615967|2.6839845180511475
4.087278366088867|2.751708745956421
4.070915222167969|2.7650725841522217
4.115361213684082|2.754030227661133
4.154734134674072|2.7569026947021484
4.0614094734191895|2.730523109436035
