RMSE|MAE
4.260809421539307|2.8240630626678467
4.147063255310059|2.755551815032959
4.197437763214111|2.7781286239624023
4.215676307678223|2.7618775367736816
4.179836750030518|2.7747855186462402
4.498318672180176|2.941784620285034
4.30645751953125|2.853975772857666
4.20416784286499|2.7732274532318115
4.231549263000488|2.826005458831787
