RMSE|MAE
3.9511098861694336|2.616577625274658
4.126966953277588|2.7173380851745605
4.0038886070251465|2.6446533203125
4.029065132141113|2.633289337158203
3.9322495460510254|2.63515305519104
4.0633463859558105|2.669883966445923
4.019381046295166|2.6597635746002197
4.026496887207031|2.684774160385132
4.1230692863464355|2.716099500656128
