RMSE|MAE
8.540756225585938|5.286032676696777
7.679952621459961|4.717988014221191
7.720972537994385|4.715784549713135
8.464035034179688|5.314272880554199
8.12900161743164|5.045495510101318
8.947582244873047|5.626216411590576
8.1417818069458|5.0102314949035645
9.139226913452148|5.786127090454102
8.938565254211426|5.519721508026123
