RMSE|MAE
8.562894821166992|4.815914630889893
9.469351768493652|5.538386821746826
9.206926345825195|5.379004955291748
9.190032005310059|5.343624114990234
8.480459213256836|4.870785236358643
8.028231620788574|4.590219020843506
8.916543960571289|5.1413726806640625
9.120504379272461|5.300888538360596
8.837102890014648|5.110506057739258
