RMSE|MAE
8.246543884277344|5.026803016662598
9.06677532196045|5.596707820892334
7.611619472503662|4.653039932250977
8.087860107421875|4.883294582366943
8.563387870788574|5.251759052276611
8.483936309814453|5.022268295288086
8.58636474609375|5.222321510314941
8.502191543579102|5.171535491943359
8.153995513916016|4.9481964111328125
