RMSE|MAE
4.364959716796875|2.9745404720306396
4.417473793029785|3.024012327194214
4.245518207550049|2.908717155456543
4.482247829437256|3.055669069290161
4.442076683044434|3.0168771743774414
4.325908660888672|2.9552643299102783
4.460942268371582|3.0293705463409424
4.414400577545166|3.003934621810913
4.307724952697754|2.934544801712036
