RMSE|MAE
5.5076093673706055|4.03477144241333
5.494704723358154|4.01479434967041
5.309289932250977|3.887336492538452
5.434141635894775|3.9688501358032227
5.481635570526123|4.012819766998291
5.362059116363525|3.9265263080596924
5.359092712402344|3.935558319091797
5.51047945022583|4.035340785980225
5.376044750213623|3.941864013671875
